Member Properties                                                                                                                                                                                                                                                                                                                                                  (kip-in units),,,,,,,,,,,,,,,,Load Case 1,,,,Load Case 1                                                Aggregate Deflection Joints,,,Load Case 2,,,,Load Case 2                                                Aggregate Deflection Joints,,,Load Case 3,,,,Load Case 3                                                Aggregate Deflection Joints,,,Load Case 4,,,,Load Case 4                                                Aggregate Deflection Joints,,,Load Case 5,,,,Load Case 5                                                Aggregate Deflection Joints,,,Load Case 6,,,,Load Case 6                                               Aggregate Deflection Joints,,,Nodal Supports                                                                                                                                                                                                                      (Yes = 1    No = 0),,,,,,,,,                     Available Shapes         ,,,,,,Group Shape Set,,
Member,Start X,Start Y,Start Z,End X,End Y,End Z,Layer,Group,E ,G,Fy,kby,kbz,key,kez,Member,wx ,wy ,wz,X,Y,Z,Member,wx ,wy ,wz,X,Y,Z,Member,wx ,wy ,wz,X,Y,Z,Member,wx ,wy ,wz,X,Y,Z,Member,wx ,wy ,wz,X,Y,Z,Member,wx ,wy ,wz,X,Y,Z,X,Y,Z,Rx,Ry,Rz,Mx,My,Mz,Section,Shape,D (in),t (in),wt (lb/ft),W (in),Group,From,To
167,0,120,0,0,114,0,Girder Decking Support 03,14,29000,11500,70,10000000000,10000000000,10000000000,10000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,32.75,108,0,32.75,109.9133,0,Girder Decking Support 03,14,29000,11500,70,10000000000,10000000000,10000000000,10000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,32.75,102,0,32.75,108,0,Girder Decking Support 03,14,29000,11500,70,10000000000,10000000000,10000000000,10000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,32.75,109.9133,0,32.75,117.2073,0,Girder Decking Support 03,14,29000,11500,70,10000000000,10000000000,10000000000,10000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,32.75,137,0,32.75,141,0,Girder Decking Support 03,14,29000,11500,70,10000000000,10000000000,10000000000,10000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,32.75,134.4056,0,32.75,137,0,Girder Decking Support 03,14,29000,11500,70,10000000000,10000000000,10000000000,10000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,32.75,120,0,32.75,121.522,0,Girder Decking Support 03,14,29000,11500,70,10000000000,10000000000,10000000000,10000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,32.75,119,0,32.75,120,0,Girder Decking Support 03,14,29000,11500,70,10000000000,10000000000,10000000000,10000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,32.75,117.2073,0,32.75,119,0,Girder Decking Support 03,14,29000,11500,70,10000000000,10000000000,10000000000,10000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,32.75,121.522,0,32.75,126,0,Girder Decking Support 03,14,29000,11500,70,10000000000,10000000000,10000000000,10000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,32.75,132,0,32.75,134.4056,0,Girder Decking Support 03,14,29000,11500,70,10000000000,10000000000,10000000000,10000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,32.75,127.8112,0,32.75,132,0,Girder Decking Support 03,14,29000,11500,70,10000000000,10000000000,10000000000,10000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,32.75,126,0,32.75,127.8112,0,Girder Decking Support 03,14,29000,11500,70,10000000000,10000000000,10000000000,10000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,0,150.7243,0,0,150,0,Girder Decking Support 04,15,29000,11500,70,10000000000,10000000000,10000000000,10000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,0,156,0,0,150.7243,0,Girder Decking Support 04,15,29000,11500,70,10000000000,10000000000,10000000000,10000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,0,159,0,0,156,0,Girder Decking Support 04,15,29000,11500,70,10000000000,10000000000,10000000000,10000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,0,150,0,0,144,0,Girder Decking Support 04,15,29000,11500,70,10000000000,10000000000,10000000000,10000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184,0,138,0,0,137,0,Girder Decking Support 04,15,29000,11500,70,10000000000,10000000000,10000000000,10000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,0,142.4486,0,0,138,0,Girder Decking Support 04,15,29000,11500,70,10000000000,10000000000,10000000000,10000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,0,144,0,0,142.4486,0,Girder Decking Support 04,15,29000,11500,70,10000000000,10000000000,10000000000,10000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187,0,137,0,0,134.478,0,Girder Decking Support 04,15,29000,11500,70,10000000000,10000000000,10000000000,10000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188,0,130.1633,0,0,126,0,Girder Decking Support 04,15,29000,11500,70,10000000000,10000000000,10000000000,10000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189,0,132,0,0,130.1633,0,Girder Decking Support 04,15,29000,11500,70,10000000000,10000000000,10000000000,10000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190,0,134.478,0,0,132,0,Girder Decking Support 04,15,29000,11500,70,10000000000,10000000000,10000000000,10000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191,0,126,0,0,120,0,Girder Decking Support 04,15,29000,11500,70,10000000000,10000000000,10000000000,10000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192,32.75,90,0,32.75,91.8367,0,Girder Decking Support 04,15,29000,11500,70,10000000000,10000000000,10000000000,10000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193,32.75,87.522,0,32.75,90,0,Girder Decking Support 04,15,29000,11500,70,10000000000,10000000000,10000000000,10000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
194,32.75,84,0,32.75,87.522,0,Girder Decking Support 04,15,29000,11500,70,10000000000,10000000000,10000000000,10000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195,32.75,91.8367,0,32.75,96,0,Girder Decking Support 04,15,29000,11500,70,10000000000,10000000000,10000000000,10000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196,32.75,101,0,32.75,102,0,Girder Decking Support 04,15,29000,11500,70,10000000000,10000000000,10000000000,10000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197,32.75,96,0,32.75,101,0,Girder Decking Support 04,15,29000,11500,70,10000000000,10000000000,10000000000,10000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198,32.75,79.5514,0,32.75,84,0,Girder Decking Support 04,15,29000,11500,70,10000000000,10000000000,10000000000,10000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199,32.75,63,0,32.75,66,0,Girder Decking Support 04,15,29000,11500,70,10000000000,10000000000,10000000000,10000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,32.75,66,0,32.75,71.2757,0,Girder Decking Support 04,15,29000,11500,70,10000000000,10000000000,10000000000,10000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201,32.75,78,0,32.75,79.5514,0,Girder Decking Support 04,15,29000,11500,70,10000000000,10000000000,10000000000,10000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202,32.75,72,0,32.75,78,0,Girder Decking Support 04,15,29000,11500,70,10000000000,10000000000,10000000000,10000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,32.75,71.2757,0,32.75,72,0,Girder Decking Support 04,15,29000,11500,70,10000000000,10000000000,10000000000,10000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204,0,167.956,0,0,162,0,Girder Decking Support 05,16,29000,11500,70,10000000000,10000000000,10000000000,10000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,0,168,0,0,167.956,0,Girder Decking Support 05,16,29000,11500,70,10000000000,10000000000,10000000000,10000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206,0,170.9365,0,0,168,0,Girder Decking Support 05,16,29000,11500,70,10000000000,10000000000,10000000000,10000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207,0,162,0,0,159,0,Girder Decking Support 05,16,29000,11500,70,10000000000,10000000000,10000000000,10000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208,0,172.956,0,0,170.9365,0,Girder Decking Support 05,16,29000,11500,70,10000000000,10000000000,10000000000,10000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,0,189.652,0,0,186,0,Girder Decking Support 05,16,29000,11500,70,10000000000,10000000000,10000000000,10000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,0,192,0,0,189.652,0,Girder Decking Support 05,16,29000,11500,70,10000000000,10000000000,10000000000,10000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211,0,198,0,0,192,0,Girder Decking Support 05,16,29000,11500,70,10000000000,10000000000,10000000000,10000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212,0,186,0,0,181.304,0,Girder Decking Support 05,16,29000,11500,70,10000000000,10000000000,10000000000,10000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213,0,174,0,0,172.956,0,Girder Decking Support 05,16,29000,11500,70,10000000000,10000000000,10000000000,10000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
214,0,180,0,0,174,0,Girder Decking Support 05,16,29000,11500,70,10000000000,10000000000,10000000000,10000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
215,0,181.304,0,0,180,0,Girder Decking Support 05,16,29000,11500,70,10000000000,10000000000,10000000000,10000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216,32.75,51.0635,0,32.75,54,0,Girder Decking Support 05,16,29000,11500,70,10000000000,10000000000,10000000000,10000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217,32.75,49.044,0,32.75,51.0635,0,Girder Decking Support 05,16,29000,11500,70,10000000000,10000000000,10000000000,10000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,32.75,48,0,32.75,49.044,0,Girder Decking Support 05,16,29000,11500,70,10000000000,10000000000,10000000000,10000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,32.75,54,0,32.75,54.044,0,Girder Decking Support 05,16,29000,11500,70,10000000000,10000000000,10000000000,10000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,32.75,60,0,32.75,63,0,Girder Decking Support 05,16,29000,11500,70,10000000000,10000000000,10000000000,10000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221,32.75,54.044,0,32.75,60,0,Girder Decking Support 05,16,29000,11500,70,10000000000,10000000000,10000000000,10000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222,32.75,42,0,32.75,48,0,Girder Decking Support 05,16,29000,11500,70,10000000000,10000000000,10000000000,10000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223,32.75,24,0,32.75,32.348,0,Girder Decking Support 05,16,29000,11500,70,10000000000,10000000000,10000000000,10000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,32.75,40.696,0,32.75,42,0,Girder Decking Support 05,16,29000,11500,70,10000000000,10000000000,10000000000,10000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225,32.75,36,0,32.75,40.696,0,Girder Decking Support 05,16,29000,11500,70,10000000000,10000000000,10000000000,10000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
226,32.75,32.348,0,32.75,36,0,Girder Decking Support 05,16,29000,11500,70,10000000000,10000000000,10000000000,10000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
227,0,233.6678,0,0,224,0,Girder Decking Support 06,17,29000,11500,70,10000000000,10000000000,10000000000,10000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
228,0,240,0,0,233.6678,0,Girder Decking Support 06,17,29000,11500,70,10000000000,10000000000,10000000000,10000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
229,0,224,0,0,211,0,Girder Decking Support 06,17,29000,11500,70,10000000000,10000000000,10000000000,10000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230,0,211,0,0,198,0,Girder Decking Support 06,17,29000,11500,70,10000000000,10000000000,10000000000,10000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231,32.75,11,0,32.75,24,0,Girder Decking Support 06,17,29000,11500,70,10000000000,10000000000,10000000000,10000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232,32.75,-2,0,32.75,11,0,Girder Decking Support 06,17,29000,11500,70,10000000000,10000000000,10000000000,10000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
233,32.75,-11.6678,0,32.75,-2,0,Girder Decking Support 06,17,29000,11500,70,10000000000,10000000000,10000000000,10000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234,32.75,-18,0,32.75,-11.6678,0,Girder Decking Support 06,17,29000,11500,70,10000000000,10000000000,10000000000,10000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235,0,35.5,-5.6596,0,42,0,Girder Web 01,18,29000,11500,70,10000000000,10000000000,10000000000,10000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
236,0,29,0,0,35.5,-5.6596,Girder Web 01,18,29000,11500,70,10000000000,10000000000,10000000000,10000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237,0,6.1463,-2.0602,0,9.5,-5.6596,Girder Web 01,18,29000,11500,70,10000000000,10000000000,10000000000,10000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
238,0,22.5,-5.6596,0,29,0,Girder Web 01,18,29000,11500,70,10000000000,10000000000,10000000000,10000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
239,0,16,0,0,22.5,-5.6596,Girder Web 01,18,29000,11500,70,10000000000,10000000000,10000000000,10000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240,0,9.5,-5.6596,0,16,0,Girder Web 01,18,29000,11500,70,10000000000,10000000000,10000000000,10000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
241,32.75,206,0,32.75,199.5,-5.6596,Girder Web 01,18,29000,11500,70,10000000000,10000000000,10000000000,10000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
242,32.75,212.5,-5.6596,32.75,206,0,Girder Web 01,18,29000,11500,70,10000000000,10000000000,10000000000,10000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243,32.75,215.8537,-2.0602,32.75,212.5,-5.6596,Girder Web 01,18,29000,11500,70,10000000000,10000000000,10000000000,10000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
244,32.75,199.5,-5.6596,32.75,193,0,Girder Web 01,18,29000,11500,70,10000000000,10000000000,10000000000,10000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
245,32.75,186.5,-5.6596,32.75,180,0,Girder Web 01,18,29000,11500,70,10000000000,10000000000,10000000000,10000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
246,32.75,193,0,32.75,186.5,-5.6596,Girder Web 01,18,29000,11500,70,10000000000,10000000000,10000000000,10000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
247,0,62,0,0,58.6667,-5.6596,Girder Web 02,19,29000,11500,70,10000000000,10000000000,10000000000,10000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248,0,67,0,0,70.5,-5.6596,Girder Web 02,19,29000,11500,70,10000000000,10000000000,10000000000,10000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
249,0,74,0,0,70.5,-5.6596,Girder Web 02,19,29000,11500,70,10000000000,10000000000,10000000000,10000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250,0,55.3333,0,0,58.6667,-5.6596,Girder Web 02,19,29000,11500,70,10000000000,10000000000,10000000000,10000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251,0,48.6667,0,0,45.3333,-5.6596,Girder Web 02,19,29000,11500,70,10000000000,10000000000,10000000000,10000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
252,0,48.6667,0,0,52,-5.6596,Girder Web 02,19,29000,11500,70,10000000000,10000000000,10000000000,10000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
253,0,55.3333,0,0,52,-5.6596,Girder Web 02,19,29000,11500,70,10000000000,10000000000,10000000000,10000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254,0,74,0,0,77.5,-5.6596,Girder Web 02,19,29000,11500,70,10000000000,10000000000,10000000000,10000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
255,0,81,0,0,77.5,-5.6596,Girder Web 02,19,29000,11500,70,10000000000,10000000000,10000000000,10000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
256,0,67,-5.6596,0,67,0,Girder Web 02,19,29000,11500,70,10000000000,10000000000,10000000000,10000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257,0,62,-5.6596,0,62,0,Girder Web 02,19,29000,11500,70,10000000000,10000000000,10000000000,10000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
258,0,42,0,0,45.3333,-5.6596,Girder Web 02,19,29000,11500,70,10000000000,10000000000,10000000000,10000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
259,32.75,180,0,32.75,176.6667,-5.6596,Girder Web 02,19,29000,11500,70,10000000000,10000000000,10000000000,10000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260,32.75,173.3333,0,32.75,176.6667,-5.6596,Girder Web 02,19,29000,11500,70,10000000000,10000000000,10000000000,10000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
261,32.75,173.3333,0,32.75,170,-5.6596,Girder Web 02,19,29000,11500,70,10000000000,10000000000,10000000000,10000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
262,32.75,166.6667,0,32.75,170,-5.6596,Girder Web 02,19,29000,11500,70,10000000000,10000000000,10000000000,10000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263,32.75,148,0,32.75,144.5,-5.6596,Girder Web 02,19,29000,11500,70,10000000000,10000000000,10000000000,10000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
264,32.75,141,0,32.75,144.5,-5.6596,Girder Web 02,19,29000,11500,70,10000000000,10000000000,10000000000,10000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
265,32.75,155,-5.6596,32.75,155,0,Girder Web 02,19,29000,11500,70,10000000000,10000000000,10000000000,10000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
266,32.75,148,0,32.75,151.5,-5.6596,Girder Web 02,19,29000,11500,70,10000000000,10000000000,10000000000,10000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
267,32.75,166.6667,0,32.75,163.3333,-5.6596,Girder Web 02,19,29000,11500,70,10000000000,10000000000,10000000000,10000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
268,32.75,160,0,32.75,163.3333,-5.6596,Girder Web 02,19,29000,11500,70,10000000000,10000000000,10000000000,10000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
269,32.75,155,0,32.75,151.5,-5.6596,Girder Web 02,19,29000,11500,70,10000000000,10000000000,10000000000,10000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
270,32.75,160,-5.6596,32.75,160,0,Girder Web 02,19,29000,11500,70,10000000000,10000000000,10000000000,10000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
271,0,112.0867,0,0,116.0434,-5.6596,Girder Web 03,20,29000,11500,70,10000000000,10000000000,10000000000,10000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272,0,100.478,0,0,97.486,-5.6596,Girder Web 03,20,29000,11500,70,10000000000,10000000000,10000000000,10000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
273,0,94.1888,0,0,97.486,-5.6596,Girder Web 03,20,29000,11500,70,10000000000,10000000000,10000000000,10000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
274,0,104.7927,0,0,108.1301,-5.6596,Girder Web 03,20,29000,11500,70,10000000000,10000000000,10000000000,10000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
275,0,112.0867,0,0,108.1301,-5.6596,Girder Web 03,20,29000,11500,70,10000000000,10000000000,10000000000,10000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
276,0,120,0,0,116.0434,-5.6596,Girder Web 03,20,29000,11500,70,10000000000,10000000000,10000000000,10000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
277,0,81,0,0,84.2972,-5.6596,Girder Web 03,20,29000,11500,70,10000000000,10000000000,10000000000,10000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
278,0,94.1888,0,0,90.8916,-5.6596,Girder Web 03,20,29000,11500,70,10000000000,10000000000,10000000000,10000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
